# Eternity ties in Pattern, Forground, Background format
# Corner Tiles
C,1,010103,020102,000000,000000
C,2,010103,030504,000000,000000
C,3,040605,020102,000000,000000
C,4,020102,040605,000000,000000
#Side tiles
S,5,050602,010103,000000,010103
S,6,060107,040605,000000,010103
S,7,070607,010103,000000,010103
S,8,070607,080308,000000,010103
S,9,060304,020102,000000,010103
S,10,090201,030504,000000,010103
S,11,100406,040605,000000,010103
S,12,050305,030504,000000,010103
S,13,050305,080308,000000,010103
S,14,090602,030504,000000,010103
S,15,060107,010103,000000,040605
S,16,110106,020102,000000,040605
S,17,050204,080308,000000,040605
S,18,110608,080308,000000,040605
S,19,090201,040605,000000,040605
S,20,100406,040605,000000,040605
S,21,060201,030504,000000,040605
S,22,090506,010103,000000,040605
S,23,090506,080308,000000,040605
S,24,110703,010103,000000,040605
S,25,090602,010103,000000,040605
S,26,050602,040605,000000,020102
S,27,050602,020102,000000,020102
S,28,060107,020102,000000,020102
S,29,110106,020102,000000,020102
S,30,090201,080308,000000,020102
S,31,100406,040605,000000,020102
S,32,110703,020102,000000,020102
S,33,050305,040605,000000,020102
S,34,050305,030504,000000,020102
S,35,100105,080308,000000,020102
S,36,070205,030504,000000,020102
S,37,110106,010103,000000,030504
S,38,070408,080308,000000,030504
S,39,060304,080308,000000,030504
S,40,110608,040605,000000,030504
S,41,110608,020102,000000,030504
S,42,100406,010103,000000,030504
S,43,100406,040605,000000,030504
S,44,100406,020102,000000,030504
S,45,060201,010103,000000,030504
S,46,110703,030504,000000,030504
S,47,050305,030504,000000,030504
S,48,100105,030504,000000,030504
S,49,050602,080308,000000,080308
S,50,060107,010103,000000,080308
S,51,060107,040605,000000,080308
S,52,070607,010103,000000,080308
S,53,090201,030504,000000,080308
S,54,060201,030504,000000,080308
S,55,060201,080308,000000,080308
S,56,050305,020102,000000,080308
S,57,100105,010103,000000,080308
S,58,100105,080308,000000,080308
S,59,090602,040605,000000,080308
S,60,070205,020102,000000,080308
#Mid Tiles
M,61,070607,110106,050602,050602
M,62,050204,090201,050602,050602
M,63,060107,070408,050602,060107
M,64,050602,050305,050602,110106
M,65,110106,070205,050602,110106
M,66,050204,050204,050602,110106
M,67,060304,060107,050602,110106
M,68,110703,070607,050602,110106
M,69,070205,050305,050602,110106
M,70,070408,090201,050602,070408
M,71,090201,090506,050602,070408
M,72,050204,110106,050602,060304
M,73,100406,060201,050602,060304
M,74,110703,100406,050602,060304
M,75,050305,070408,050602,060304
M,76,050204,100406,050602,110608
M,77,110608,100406,050602,110608
M,78,070408,100105,050602,090201
M,79,110703,070408,050602,090201
M,80,100105,090602,050602,090201
M,81,110608,110106,050602,100406
M,82,110106,110106,050602,060201
M,83,060304,060201,050602,060201
M,84,110106,110608,050602,090506
M,85,070607,050204,050602,090506
M,86,050305,090506,050602,090506
M,87,100105,110703,050602,090506
M,88,050602,090602,050602,110703
M,89,070607,070205,050602,110703
M,90,060201,100105,050602,110703
M,91,060304,090506,050602,050305
M,92,110608,100406,050602,050305
M,93,110608,060201,050602,050305
M,94,060201,090602,050602,050305
M,95,090506,050204,050602,050305
M,96,090602,070408,050602,090602
M,97,060201,110608,050602,070205
M,98,110703,050305,050602,070205
M,99,090602,070607,050602,070205
M,100,070205,090602,050602,070205
M,101,090506,100406,060107,060107
M,102,090506,100105,060107,060107
M,103,100105,110608,060107,060107
M,104,070205,070607,060107,060107
M,105,060201,100406,060107,110106
M,106,070408,050305,060107,070607
M,107,110608,050305,060107,070607
M,108,060201,100406,060107,070607
M,109,100105,060304,060107,070607
M,110,100406,090506,060107,050204
M,111,090506,100406,060107,050204
M,112,110703,110608,060107,070408
M,113,110703,100105,060107,070408
M,114,050204,060201,060107,060304
M,115,090201,090506,060107,060304
M,116,090506,060304,060107,060304
M,117,070205,100105,060107,060304
M,118,070408,090602,060107,110608
M,119,100105,090506,060107,090201
M,120,050305,070205,060107,100406
M,121,050204,070205,060107,060201
M,122,070607,100105,060107,110703
M,123,050204,110608,060107,110703
M,124,110703,100406,060107,110703
M,125,090506,070205,060107,050305
M,126,090602,100406,060107,050305
M,127,050204,070607,060107,100105
M,128,110608,090602,060107,100105
M,129,060201,070408,060107,100105
M,130,110703,050305,060107,100105
M,131,070607,110703,060107,090602
M,132,090506,050204,060107,090602
M,133,050204,100105,060107,070205
M,134,060304,060201,060107,070205
M,135,060201,070408,060107,070205
M,136,100105,110703,060107,070205
M,137,110703,090201,110106,110106
M,138,070607,070408,110106,070607
M,139,070607,060304,110106,070607
M,140,070607,090506,110106,070607
M,141,110608,090602,110106,070607
M,142,100406,070607,110106,070607
M,143,100105,090506,110106,070607
M,144,090602,090602,110106,070607
M,145,070408,060201,110106,050204
M,146,110106,090506,110106,070408
M,147,110106,070205,110106,070408
M,148,070408,050204,110106,070408
M,149,100406,090506,110106,070408
M,150,070607,060304,110106,110608
M,151,060201,070205,110106,110608
M,152,060304,060304,110106,090201
M,153,060304,110608,110106,090201
M,154,070205,100105,110106,090201
M,155,090201,090201,110106,060201
M,156,090201,090506,110106,060201
M,157,070205,090201,110106,060201
M,158,090201,100105,110106,110703
M,159,050305,070607,110106,110703
M,160,090602,090602,110106,050305
M,161,070607,110703,110106,100105
M,162,050204,110703,110106,100105
M,163,100406,060304,110106,070205
M,164,060201,100105,110106,070205
M,165,070408,060201,070607,050204
M,166,060201,050305,070607,050204
M,167,070408,070408,070607,060304
M,168,060304,100406,070607,110608
M,169,110608,090602,070607,110608
M,170,060201,050305,070607,090201
M,171,110703,100105,070607,090201
M,172,090602,060304,070607,090201
M,173,100406,100406,070607,100406
M,174,090506,110703,070607,100406
M,175,090201,090602,070607,060201
M,176,090201,110608,070607,090506
M,177,050204,060201,070607,110703
M,178,090506,100105,070607,050305
M,179,050305,100406,070607,050305
M,180,090201,100105,070607,100105
M,181,060304,100105,070607,090602
M,182,090201,060304,070607,090602
M,183,110608,050305,050204,050204
M,184,070205,090201,050204,070408
M,185,110608,090506,050204,060304
M,186,050305,050305,050204,060304
M,187,090602,090201,050204,110608
M,188,050204,090602,050204,090201
M,189,070408,110608,050204,090201
M,190,100105,110608,050204,090201
M,191,070408,070408,050204,100406
M,192,100406,110703,050204,100406
M,193,060304,090201,050204,060201
M,194,090602,060304,050204,090506
M,195,090602,070205,050204,090506
M,196,070205,100406,050204,090506
M,197,060304,070205,050204,110703
M,198,110608,050305,050204,110703
M,199,110703,110703,050204,110703
